pali,pos,grammar,derived from,neg,verb,meaning,category,stem,pattern,same pali,same meaning
tirop?k?ra,masc,masc,,,,"the other side of a fence or wall; ~am (and ~?), through a fence; to the other side of a fence; ~e, over the fence; on the other side of the fence",ncped,n?gadantak,a masc,1,0
tiror?ja,masc,masc,,,,a king of another (distant) country,ncped,n?gapac?r,a masc,1,0
tirora??ha,nt,nt,,,,another (distant) kingdom,ncped,tirora??h,a nt,1,0
tisahassa,adj,adj,,,,three thousand; numbering three thousand,ncped,tisahass,a adj,2,1
tisahassa,adj,adj,,,,(1000 x 1000 x 1000) of a thousand million (cakkav??as?),ncped,tisahass,a adj,2,0
tisata,card,card,,,,three hundred (300),ncped,tisat,a2 card,1,0
tisattati,card,card,,,,seventy three (73),ncped,tisattat,i card,1,0
tit?la?,ind,ind,,,,to the height of three palm trees,ncped,-,,1,1
titikkh?cammasann?ha,adj,adj,,,,armed with the shield of forbearance,ncped,titikkh?cammasann?h,a adj,1,1
titt?kagga,adj,adj,,,,with the bitter taste predominant,ncped,titt?kagg,a adj,1,1
titt?l?bu,masc,masc,,,,the bitter bottle gourd,ncped,titt?l?b,u masc,1,1
ti??habhadantika,masc,masc,,,,one who stops and waits (for a donor when begging),ncped,dhammasandos,a masc,1,0
ti??hantu,imp,"imp, 3rd pl of ti??hatu",ti??hatu,,,never mind! let them be!,ncped,!ti??h,ati pr,1,1
titthika,nt,nt,,,,an adherent of another sect,ncped,titthik,a nt,1,1
titthiyaddhaja,masc,masc,,,,"the emblem or characteristic sign of one belonging to another sect,",ncped,nagaragh?t,a masc,1,1
titthiyapakkantaka,adj,adj,,,,who has gone to another sect; apostate,ncped,titthiyapakkantak,a adj,1,1
tittirapattika,adj,adj,,,,like partridge feathers (of a kind of a shoe),ncped,tittirapattik,a adj,1,0
tittiriya,adj,adj,,,,belonging to a partridge; the name of a class of brahmans,ncped,tittiriy,a adj,1,1
tividhena,ind,"ind, adv, ",,,,in three ways; in a threefold way,ncped,-,,1,1
tividhen?paparikkh?,adj,adj,,,,making a three fold investigation,ncped,tividhen?paparikkh,? adj,1,1
tiyaddha,masc,masc,,,,part of a carriage,ncped,navakanip?t,a masc,1,1
tiyojanasatika,adj,adj,,,,measuring 300 yojanas,ncped,tiyojanasatik,a adj,1,1
tomarahattha,adj,adj,,,,with lance in hand,ncped,tomarahatth,a adj,1,1
tosana,nt,nt,,,,contenting; pleasing; contentment; satisfaction,ncped,tosan,a nt,1,1
tosayi,aor,aor of ,,,,pleased,ncped,tosay,i aor,1,1
tujjam?na,prp,prp of,tudati,,,pierced or struck,ncped,tujja,m?na prp,1,1
tula,adj,adj,,,,measurable; comparable,ncped,tul,a adj,1,1
tul?dh?ra,masc,"masc, agent",,,,(one) who carries scales; a merchant,ncped,n??ik?gabbh,a masc,1,0
t?lapu??ika,adj,adj,,,,stuffed with cotton (of a kind of shoe),ncped,t?lapu??ik,a adj,1,0
tuletabba,ptp,ptp of,,,,"to be weighed, examined; to be compared",ncped,tuletabb,a ptp,1,1
tu??ik?ra,masc,masc,,,,a pot on firestones?,ncped,n?gavanik,a masc,1,0
tu?h? bhavati,idiom,"idiom, adv + pr",,,,is silent,ncped,!,tu?h? bhavati,1,1
tu?hika,adj,adj,,,,silent,ncped,tu?hik,a adj,1,1
tunnav?ya,masc,masc,,,,a tailor,ncped,n?taputt,a masc,1,1
turati,pr,pr,tarati,,,"is in a hurry, makes haste; runs",ncped,tur,ati pr,1,1
tur?,fem,fem,,,,a doe,ncped,tur,? fem,1,1
tuva??a,masc,masc,,,,lying down,ncped,niga??h?posat,a masc,1,2
tuva??ati,pr,pr,,,,lies down,ncped,tuva??,ati pr,1,1
tuva??avagga,masc,masc,tuva??a,,,the section on lying down (Vinaya IV),ncped,nigamagh?t,a masc,1,0
tv,ind,ind,,,,"sometimes represents ti, tu (or ta?) before eva",ncped,-,,1,0
tva? m?laka?,idiom,ind,,,,because of you,ncped,!,tva? m?laka?,1,1
ty,ind,ind,,,,"sometimes represents ti, te (or ta?) before an initial vowel, which may be lengthened",ncped,-,,1,0
ubb?dhan?,fem,fem,,,,"oppression, harassment; paining",ncped,git,? fem,1,1
ubb?hapetabba,ptp,ptp of,,,,causing to carry,ncped,ubb?hapetabb,a ptp,1,2
ubb?h?petabba,ptp,ptp of,,,,causing to carry,ncped,ubb?h?petabb,a ptp,1,2
ubb?hapeti,pr,"pr, caus of ",ubb?h?peti,,,causes to carry; has (the harvest) gathered,ncped,ubb?hap,eti pr,1,0
ubb?h?peti,pr,"pr, caus of ",ubb?hapeti,,,causes to carry; has (the harvest) gathered,ncped,ubb?h?p,eti pr,1,0
ubb?heti,pr,"pr, caus of ",,,,lifts up; picks out,ncped,ubb?h,eti pr,1,1
ubb?hik?,fem,fem,,,,the reference (of a dispute) to a committee of selected bhikkhus,ncped,nissayan,? fem,1,0
ubba??ayati,pr,"pr, caus of ",ubba??eti,,,"massages, rubs (with unguents)",ncped,ubba??ay,ati pr,1,0
ubbedhena,ind,"ind, adv, instr sg of",,,,in height,ncped,-,,2,2
ubbedhena,ind,"ind, adv, instr sg of",,,,in depth,ncped,-,,2,1
ubbegautt?sabhay?pan?dana,adj,adj,ubbega,,,driving away alarm and fear,ncped,ubbegautt?sabhay?pan?dan,a adj,1,1
ubbejeta,masc,masc,"['ubbijjati', 'ubbejeta(r)']",,,one who frightens or intimidates,ncped,kar?saparibandh,a masc,1,2
ubbejitar,masc,masc,"['ubbijjati', 'ubbejeta(r)']",,,one who frightens or intimidates,ncped,ubbejit,ar masc,1,2
ubbhaj?numa??ala,adj,adj,ubbha?,,,above the kneecap; what is above the kneecap,ncped,ubbhaj?numa??al,a adj,1,1
ubbhaj?numa??ala?,ind,"ind, adv, ",ubbhaj?numa??ala,,,above the kneecap,ncped,-,,1,1
ubbhaj?numa??alik?,adj,adj,ubbhaj?numa??ala,,,allowing contact above the kneecap,ncped,ubbhaj?numa??al,aka adj,1,1
ubbhajitabba,ptp,ptp,,,impers,will pull up (one’s clothing),ncped,ubbhajitabb,a ptp,1,0
ubbhakkhaka,adj,adj,ubbha?,,,what is above the collarbone,ncped,ubbhakkhak,a adj,1,1
ubbha?,ind,ind,,,,upwards; in height; above,ncped,-,,1,1
ubbha??ita,adj,adj,,,,"loaded, burdened",ncped,ubbha??it,a adj,1,1
ubbhindati,pr,pr,,,,"breaks through (transitive); breaks through, bursts through (intrans.); springs up",ncped,ubbhind,ati pr,1,0
ubbhujitv?,abs,abs of,ubbhujati,,,having pulled up (one’s clothes),ncped,-,,1,0
ubbhujitv?na,abs,abs of,ubbhujati,,,having pulled up (one’s clothes),ncped,-,,1,0
ubbijati,pr,pr,"['ubbijjati', 'ubbijjeti']",,,"is agitated, shudders with alarm; is afraid of (usually + genitive); shrinks from, shies away from",ncped,ubbij,ati pr,1,0
ubbijjeti,pr,pr,"['ubbijati', 'ubbijjati']",,,"is agitated, shudders with alarm; is afraid of (usually + genitive); shrinks from, shies away from",ncped,ubbijj,eti pr,1,0
ubbilla,nt,nt,,,,"exhilaration, excitement",ncped,ubbill,a nt,1,1
ubbinaya,adj,adj,,,,contrary to the Vinaya; what is not the Vinaya,ncped,ubbinay,a adj,1,1
ubhatobh?ge,ind,"ind, adv, ",ubhato,,,"on both sides, in both respects",ncped,-,,1,1
ubhatobyañjanaka,adj,adj,ubhato,,,having the sexual characteristics of both sexes; hermaphrodite,ncped,ubhatobyañjanak,a adj,1,3
ubhatok?ja,masc,masc,ubhato,,,a carrying pole with a load at each end,ncped,kal?yay?s,a masc,1,1
ubhatopassa,nt,nt,ubhato,,,both sides,ncped,ubhatopass,a nt,1,1
ubhatova??ikam?l?,fem,fem,ubhato,,,a garland with a stalk on both sides,ncped,tiracch,? fem,1,1
ubhatovyañjana,nt,nt,ubhato,,,having the sexual characteristics of both sexes; hermaphrodite,ncped,ubhatovyañjan,a nt,1,3
ubhatovyañjanaka,adj,adj,ubhato,,,having the sexual characteristics of both sexes; hermaphrodite,ncped,ubhatovyañjanak,a adj,1,3
ubhayacchik??a,adj,adj,ubhaya,,,blind in both eyes,ncped,ubhayacchik??,a adj,1,1
ubhaya?,ind,"ind, adv, acc sg of ",ubhaya,,,"also, as well (usually following ca)",ncped,-,,1,0
ubhayamantare,ind,ind,ubhaya,,,between the two; within the two,ncped,-,,1,1
ubhaya?sa,masc,masc,ubhaya,,,"both parts, both sides",ncped,ka?i?gar,a masc,1,1
ubhaya?sabh?vita,adj,adj,,,,developed in both parts; practiced for both aspects or objects; (ubhaya?sa),ncped,ubhaya?sabh?vit,a adj,1,0
ubhayato,ind,"ind, adv, abl sg of ",ubhaya,,,as to both; on both sides,ncped,-,,1,1
ubhayena,ind,"ind, adv, instr of",ubhaya,,,on both sides; in both ways,ncped,-,,1,1
ubhosa?ga,masc,masc,ubho,,,"both attachments, attachment to both",ncped,ka??r,a masc,1,1
uccaka,adj,adj,,,,"high, tall",ncped,uccak,a adj,1,1
ucc?k???rik?,fem,fem,ucc?,,,a type of female elephant (with projecting or wide-spreading tusks),ncped,nipajj,? fem,1,0
ucc?ka?eruk?,fem,fem,ucc?,,,a type of female elephant (with defective tusks?),ncped,nikujjan,? fem,1,0
ucc?kulika,adj,adj,ucc?,,,belonging to a family of high rank,ncped,ucc?kulik,a adj,1,1
ucc?li?gap??aka,masc,masc,,,,a kind of hairy caterpillar or centipede,ncped,usm,a masc,1,1
ucc?li?gap??akada??ha,nt,nt,ucc?ling?p??aka,,,the bite of an ucc?li?ga,ncped,ucc?li?gap??akada??h,a nt,1,1
uccasadda,adj,adj,ucca,,,"making a loud noise, noisy",ncped,uccasadd,a adj,1,1
ucca?h?niya,adj,adj,ucca,,,(one) of high rank,ncped,ucca?h?niy,a adj,1,0
uccattana,nt,"nt, abstr",ucca,,,height,ncped,uccattan,a nt,1,1
uccattena,ind,"ind, adv, instr sg of",ucca,,,in height,ncped,-,,1,2
ucca??h?niya,adj,adj,ucca,,,(one) of high rank,ncped,ucca??h?niy,a adj,1,0
uccavaca,adj,adj,ucca,,,"high and low; great and small; mixed, various",ncped,uccavac,a adj,1,1
uccavaca?,ind,"ind, adv, ",uccavaca,,,up and down; in various ways; in a changing manner,ncped,-,,1,1
uccavatthuka,adj,adj,ucca,,,"having a raised site, a raised foundation or platform",ncped,uccavatthuk,a adj,1,1
uccha?gapañña,adj,adj,uccha?ga,,,"“lap brained”, scatterbrained; who does not retain what he has heard",ncped,uccha?gapaññ,a adj,1,1
ucchepaka,adj,adj,,,,connected with throwing away; involving what is thrown away,ncped,ucchepak,a adj,1,1
ucchi??hodaka,nt,nt,,,,water which has been spat out,ncped,ucchi??hodak,a nt,1,1
uccinati,pr,pr,uccin?ti,,,"gathers, collects; picks out, selects; sorts out, sets in order",ncped,uccin,ati pr,1,1
udabbahati,pr,pr,,,,"brings, procures; picks out",ncped,udabbah,ati pr,1,1
udabbahi,aor,aor,,,,"plucked out, rooted up",ncped,udabbah,i aor,1,1
udabindunip?ta,masc,masc,,,,the falling of a drop of water,ncped,kakac?pamaov?d,a masc,1,1
ud?jita,adj,adj,,,,"driven out; scared (away); disciplined, trained",ncped,ud?jit,a adj,1,0
udakacara,adj,adj,udaka,,,(one) who moves or lives in water; an aquatic creature,ncped,udakacar,a adj,1,0
udakado?ik?,fem,fem,udaka,,,"a water bucket, a water-trough",ncped,nisad,? fem,1,1
udakah?r?,adj,adj,udaka,,,who fetches or carries water; fetching water,ncped,udakah?r,? adj,1,1
udakaka??ha,nt,nt,udaka,,,a water-jar,ncped,udakaka??h,a nt,1,1
udakako??haka,masc,masc,udaka,,,"a tub of water; a basin for water (round the root of a tree); a bathroom, a room containing water",ncped,ott?p,a masc,1,0
udakam?tik?,fem,fem,udaka,,,water channel; feed pipe,ncped,nisabhavat,? fem,1,1
udakaniddhamana,nt,nt,udaka,,,"a drain, conduit; outlet",ncped,udakaniddhaman,a nt,1,1
udakanisseka,masc,masc,udaka,,,a sprinkling of water,ncped,on?h,a masc,1,1
udakapuñchana,nt,nt,udaka,,,an instrument for wiping off water,ncped,udakapuñchan,a nt,1,1
udakas??i,fem,fem,udaka,,,a bathing cloth,ncped,udakas??,i fem,1,1
udakasuddhika,adj,adj,udaka,,,believing in or seeking purification through water,ncped,udakasuddhik,a adj,1,1
udakasuddhik?,fem,fem,udaka,,,a douche,ncped,pharus?v?c,? fem,1,1
udakav?haka,masc,masc,udaka,,,"a flow of water; a water course, a water channel",ncped,obhog,a masc,1,1
udakav?hanarajju,fem,fem,udaka,,,a rope used when drawing water,ncped,udakav?hanarajj,u fem,1,1
udakecara,adj,adj,,,,who moves or lives in water; an aquatic creature,ncped,udakecar,a adj,1,1
udakorohana,nt,nt,"['udakoroha?a', 'udaka']",,,going down into the water; a ritual bath,ncped,udakorohan,a nt,1,2
udakoroha?a,nt,nt,"['udakorohana', 'udaka']",,,going down into the water; a ritual bath,ncped,udakoroha?,a nt,1,2
udakoroha?anuyoga,masc,masc,udakoroha?a,,,the practice of ritual bathing,ncped,oravit,a masc,1,1
udakukkhepa,masc,masc,udaka,,,"(the are defined by) a throw of water (or sand, to determine a s?ma)",ncped,omadd,a masc,1,0
udakumbhaka,masc,masc,,,,a water jar,ncped,omaddak?rak,a masc,1,1
udakupasa??ha,adj,adj,"['udakupassa??h?', 'udaka']",,,"let go, handed over (in marriage) with (the pouring of) water",ncped,udakupasa??h,a adj,1,0
udakupassa??ha,adj,adj,"['udakupasa??h?', 'udaka']",,,"let go, handed over (in marriage) with (the pouring of) water",ncped,udakupassa??h,a adj,1,0
ud?nayati,pr,pr,ud?neti,,,utters an ud?na; makes a joyful utterance,ncped,ud?nay,ati pr,1,1
udañcanika,masc,masc,,,,a (small) pot or bucket for drawing water; a ladle,ncped,ka?sapattharik,a masc,1,0
udañjala,nt,nt,,,,a game in the water (?); watery mud (?),ncped,udañjal,a nt,1,0
udap?n?li,fem,fem,"['udap?n??i', 'udap?na']",,,a channel or gutter for a well,ncped,udap?n?l,i fem,1,2
udap?n??i,fem,fem,"['udap?n?li', 'udap?na']",,,a channel or gutter for a well,ncped,udap?n??,i fem,1,2
udarap?ra,adj,adj,udara,,,full of stomach,ncped,udarap?r,a adj,1,1
udayavaya,masc,masc,"['udayabbaya and udayavyaya', 'udaya']",,,rise and fall; arising and passing away,ncped,kakac?pamov?d,a masc,1,2
udayavyaya,masc,masc,"['udayabbaya and udayavaya', 'udaya']",,,rise and fall; arising and passing away,ncped,kakutthak,a masc,1,2
uddalom?,fem,fem,,,,(a bed with) a kind of rug or covering,ncped,uddalom,? fem,1,0
udd?pava,adj,adj,,,,having a (surrounding) mound,ncped,udd?pav,a adj,1,0
udd?pavant,adj,adj,,,,having a (surrounding) mound,ncped,udd?pav,ant adj,1,0
u???peti,pr,"pr, caus of ",u??eti,,,makes fly up; scares,ncped,u???p,eti pr,1,2
uddassayati,pr,pr,uddaseti,,,"shows oneself (to), goes to see",ncped,uddassay,ati pr,1,0
u??ayati,pr,pr,u??eti,,,flies up,ncped,u??ay,ati pr,1,1
uddekanika,masc,masc,,,,a small pot or ladle for drawing water,ncped,ka?agg?h,a masc,1,1
u??epeti,pr,"pr, caus of ",u??eti,,,makes fly up; scares,ncped,u??ep,eti pr,1,2
uddesabhatta,nt,nt,uddesa,,,food specially prepared for a specific number of persons,ncped,uddesabhatt,a nt,1,1
uddha??gh?tanika,adj,adj,uddha?,,,with a belief in existence after death,ncped,uddha??gh?tanik,a adj,1,1
uddha?p?da,adj,adj,"['uddhap?da', 'uddha?']",,,going upwards; going upstream,ncped,uddha?p?d,a adj,1,2
uddha?sar?satti,fem,fem,uddha?,,,"attachment to, devotion to moving on (?)",ncped,uddha?sar?satt,i fem,1,0
uddha?sar?suddhi,fem,fem,uddha?,,,purity by means of continuing further; purity through sa?sara,ncped,uddha?sar?suddh,i fem,1,1
uddha?g?m?,adj,adj,"['uddhag?mi(n)', 'uddha?']",,,going upwards; going upstream,ncped,uddha?g?m,? adj,1,2
uddhasudha,adj,adj,uddha,,,with a covering of plaster; or covering plaster,ncped,uddhasudh,a adj,1,1
uddhavirecana,nt,nt,uddha,,,"“purging upwards”, emetic treatment",ncped,uddhavirecan,a nt,1,1
uddisita,nt,nt,,,,"(from uddisati) one who looks to, refers to",ncped,uddisit,a nt,1,0
uddisitar,masc,masc,from uddisati,,,"one who looks to, refers to",ncped,uddisit,ar masc,1,1
uddosita,masc,masc,,,,"a shed, a store",ncped,ka?acchuk,a masc,1,1
udrabhati,pr,pr,udrahati,,,eats,ncped,udrabh,ati pr,1,2
udrahati,pr,pr,udrabhati,,,eats,ncped,udrah,ati pr,1,2
udriyati,pr,pr,udr?yati,,,"is split, breaks open; falls apart, decays",ncped,udriy,ati pr,2,1
udriyati,pr,pr,udr?yati,,,breaks (of dawn),ncped,udriy,ati pr,2,0
udukkhalik?,fem,fem,,,,a socket,ncped,bad?lat,? fem,1,1
udumbarakh?dik?,fem,fem,udumbarakh?dik?,,,in the way of eating of figs,ncped,udumbarakh?dik,? fem,2,1
udumbarakh?dik?,fem,fem,udumbara,,,the eating of figs,ncped,vigatacchandat,? fem,2,1
uggah?peti,pr,"pr, caus of ",ugga?h?ti,,,"causes to pick up; makes take or accept; makes learn, teaches",ncped,uggah?p,eti pr,1,1
uggaheta,masc,masc,,,,"(from ugga?h?ti) one who grasps, comprehends; (fr",ncped,u??kapakkh,a masc,1,0
uggahitapa?iggahitaka,adj,adj,"['ugga?h?ti', 'uggahita']",,,received formally after being picked up or taken (by oneself,ncped,uggahitapa?iggahitak,a adj,1,0
uggaputta,masc,masc,ugga,,,a member of the ugga caste,ncped,u??k,a masc,1,1
uggav?d?,adj,adj,,,,"speaking powerfully, debating fiercely",ncped,uggav?d,? adj,1,1
ugghara,adj,adj,,,,(or uggharanta) dripping; oozing,ncped,ugghar,a adj,1,0
uggharanta,prp,prp,,,,dripping; oozing,ncped,ugghar,anta prp,1,1
uggh??anaki?ik?,fem,fem,uggh?tana,,,a screen that can be opened; a shutter,ncped,n?nadhimuttikat,? fem,1,1
uggha?eti,pr,pr,uggh??eti,,,"opens, unlocks; unveils, reveals",ncped,uggha?,eti pr,1,1
uggh??itaññ?,adj,adj,uggh??eti,,,"understanding what is revealed; understanding what is (merely) unveiled, taught briefly; of very swift understanding",ncped,uggh??itaññ,? adj,1,0
uggha??a,pp,pp of ,"['uggha??ha', 'uggha?seti']",,,rubbed; scratched,ncped,uggha??,a pp,1,2
uggha??ap?da,adj,adj,uggha??a,,,"with rubbed feet, footsore",ncped,uggha??ap?d,a adj,1,1
uggha??ha,pp,pp of ,"['uggha??a', 'uggha?seti']",,,rubbed; scratched,ncped,uggha??h,a pp,1,2
uggira,masc,masc,,,,raising,ncped,u??kapakkkhik,a masc,1,1
ujjaggheti,pr,pr,ujjagghati,,,laughs at; laughs loudly,ncped,ujjaggh,eti pr,1,1
ujjalayati,pr,"pr, caus of ",ujjaleti,,,cause to blaze up; kindles; lights,ncped,ujjalay,ati pr,1,2
ujjaleti,pr,"pr, caus of ",ujjalayati,,,cause to blaze up; kindles; lights,ncped,ujjal,eti pr,1,2
ujjaliyati,pr,"pr, pass of","['ujjalati', 'ujjalayati']",,,is kindled; is lit,ncped,ujjaliy,ati pr,1,1
ujja?galanagaraka,nt,nt,,,,"a little wasteland town, a little rough-country town",ncped,ujja?galanagarak,a nt,1,1
ujjava,masc,masc,,,,moving up (of the yarn? a spinning term),ncped,uss?det,a masc,1,0
ujjavajjava,masc,masc,ujjava,,,each moving up,ncped,?rutthambh,a masc,1,1
ujjh?payati,pr,"pr, caus of ","['ujjh?yati', 'ujjh?peti']",,,"makes a complaint (to, genitive or accusative); makes someone (accusative) contemptuous or indignant (against, accusative); creates ill-will (against, accusative)",ncped,ujjh?pay,ati pr,1,0
ujjh?pita,nt,nt,ujjh?yati,,,complaining,ncped,ujjh?pit,a nt,1,1
ujjhatti,fem,fem,,,,complaining; indignation,ncped,ujjhatt,i fem,1,1
ujjhattibala,adj,adj,,,,whose strength is his indignation,ncped,ujjhattibal,a adj,1,1
ujjuka,adj,adj,ujuka,,,"straight, direct; straightforward; upright, honest, right; right-minded",ncped,ujjuk,a adj,1,1
ujuvipaccan?kav?da,adj,adj,uju,,,peaking in direct opposition; professing directly opposed views,ncped,ujuvipaccan?kav?d,a adj,1,1
ukka,masc,masc,ukk?,,,re-opening (of a (legal) question already settled),ncped,ubbejet,a masc,2,0
ukka,masc,masc,ukk?,,,a house,ncped,upp?det,a masc,2,1
ukk?cita,nt,nt,,,,boasting; empty talk,ncped,ukk?cit,a nt,1,1
ukk?citavin?ta,adj,adj,ukk?cita,,,trained in empty talk,ncped,ukk?citavin?t,a adj,1,1
ukka??hati,pr,pr,,,,puts off postpones (the beginning of the rainy season residence),ncped,ukka??h,ati pr,1,0
ukk?dh?ra,adj,adj,ukk?,,,holding up the torch; a torch bearer,ncped,ukk?dh?r,a adj,1,1
ukkal?,masc,masc pl,,,,(also okkal?) the inhabitants of the country Ukkala (modern day Orissa),ncped,ukkal,a masc pl,1,0
ukkamma,ger,ger of,,,,"having gone out of, gone away (from); gone over, omitted, neglected",ncped,-,,1,0
ukka?savaka?sa,masc,masc,,,,excess and deficiency; superiority and inferiority; maximum and minimum,ncped,ubhatok?j,a masc,1,1
ukka?sayati,pr,pr,"['ukka?seti', 'ukka?sati']",,,(also ukka?seti) exalts; praises,ncped,ukka?say,ati pr,1,0
ukka??aka,masc,masc,ukka??aka or ukka??aka,,,a disease (of animals),ncped,ubhosa?g,a masc,1,0
ukka??aka,masc,masc,ukka??aka or ukka??aka,,,a disease (of animals),ncped,ubhaya?s,a masc,1,0
ukkantitv?,abs,abs of ,ukkantati,,,cutting out or off; cutting up; butchering,ncped,-,,1,1
ukk?pata,masc,masc,ukk?,,,the fall of a meteor,ncped,umm?pupph,a masc,1,1
ukkapi??aka,masc,masc,ukka,,,"‘finding food in a house ‘, perhaps a house-lizard, or vermin generally",ncped,umma?g,a masc,1,1
ukk?sik?,fem,fem,,,,a pad of cloth (for rubbing the body),ncped,nakhapi??hik,? fem,1,0
ukk?sitasadda,masc,masc,ukk?sati,,,the sound of coughing,ncped,ullok,a masc,1,1
ukkh?,fem,fem,,,,a cooking pot,ncped,nadik,? fem,1,1
ukkhaliparimajjana,nt,nt,,,,"a dishcloth, a cleaning rag",ncped,ukkhaliparimajjan,a nt,1,1
ukkh?sata,nt,nt,ukkh?,,,a hundred cooking pots,ncped,ukkh?sat,a nt,1,1
ukkhepaniya,adj,adj,,,,concerning suspension; (a formal act of the sa?gha) leading to suspension,ncped,ukkhepaniy,a adj,1,0
ukkhepaniyakamma,nt,nt,ukkhepaniya,,,a (formal) act of suspension,ncped,ukkhepaniyakamm,a nt,1,0
ukkhepaniyakammakata,adj,adj,ukkhepaniyakamma,,,dealt by a (formal) act of suspension; suspended,ncped,ukkhepaniyakammakat,a adj,1,0
ukkhe?ita,adj,adj,,,,frightened away,ncped,ukkhe?it,a adj,1,1
ukkhipiyati,pr,"pr, pass of","['ukkhipati', 'ukkhipiyyati']",,,is raised; is thrown up or about,ncped,ukkhipiy,ati pr,1,2
ukkhipiyyati,pr,"pr, pass of","['ukkhipati', 'ukkhipiyati']",,,is raised; is thrown up or about,ncped,ukkhipiyy,ati pr,1,2
ukkhittaojjagghik?,fem,fem,ukkhittaka,,,raised (robe) and loud laughter,ncped,n?gavat,? fem,1,0
ukkhittasika,adj,adj,ukkhitta,,,(one) with a drawn sword; with sword raised,ncped,ukkhittasik,a adj,1,0
ukkiratiparikha,adj,adj,,,,with a ditch dug (round),ncped,ukkiratiparikh,a adj,1,0
ukko?a,masc,masc,,,,"disturbance, re-opening (of a (legal) question already settled)",ncped,ullok,a masc,1,0
ukko?anaka,adj,adj,,,,consisting in re-opening (a matter already settled),ncped,ukko?anak,a adj,1,0
ukkujjan?,fem,fem,,,,setting upright; turning the right way up,ncped,nagar?pak?rik,? fem,1,1
ukkujjati,pr,pr,ukkujjeti,,,holds or sets upright; holds or sets the right way up; especially turns (the bowl) the right way up (to accept food again from a layman whose alms had been refused),ncped,ukkujj,ati pr,1,0
